,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,-9999,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec
1072,Jeffrey Schlupp,GHA,MFFW,Crystal Palace,30,1992,32,28,2368,26.3,2,1,3,2,0,0,6,0,2.7,2.7,1.4,4.1,29,92,62,0.08,0.04,0.11,0.08,0.11,0.1,0.05,0.16,0.1,0.16,Matches,3312f911,24,7,29.2,0.91,0.27,0.08,0.29,17.3,0,0.11,-0.7,-0.7,622,846,73.5,9880,2574,315,392,80.4,241,296,81.4,47,95,49.5,0.9,-0.4,18,54,10,0,43,1.63,34,0,3,1,0,4,0.15,2,0,0,1,1,0,60,42,27,27,6,22,52.4,20,39,31,23,83,34,0,1116,59,44,1116,30,56.6,17,32.1,566,10,29,30,658
1073,Nélson Semedo,POR,DF,Wolves,29,1993,31,26,2228,24.8,0,1,1,0,0,0,9,1,0.3,0.3,0.7,1.0,40,95,134,0.0,0.04,0.04,0.0,0.04,0.01,0.03,0.04,0.01,0.04,Matches,d04b94db,6,0,0.0,0.24,0.0,0.0,,20.1,0,0.05,-0.3,-0.3,1040,1291,80.6,15694,5317,600,660,90.9,371,454,81.7,52,108,48.1,0.9,0.3,10,89,15,5,31,1.25,25,0,0,2,0,2,0.08,2,0,0,0,0,0,67,38,45,18,4,33,56.9,25,36,23,26,93,71,2,1602,118,23,1602,27,45.8,28,47.5,874,4,36,16,931
1074,Antoine Semenyo,GHA,FWMF,Bournemouth,23,2000,9,2,243,2.7,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5,5,11,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,efd2ec23,2,0,0.0,0.74,0.0,0.0,,18.1,0,0.1,-0.2,-0.2,34,51,66.7,506,149,21,30,70.0,11,12,91.7,2,4,50.0,0.0,0.0,1,5,0,0,6,2.22,2,0,2,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,1,16.7,5,10,9,2,3,4,0,94,8,4,94,3,50.0,2,33.3,56,4,12,6,59
1075,Marcos Senesi,ARG,DF,Bournemouth,25,1997,26,24,2064,22.9,2,0,2,2,0,0,4,0,1.5,1.5,0.5,2.0,8,42,2,0.09,0.0,0.09,0.09,0.09,0.07,0.02,0.09,0.07,0.09,Matches,35141f4c,6,2,33.3,0.25,0.08,0.33,1.0,6.7,0,0.25,0.5,0.5,848,1068,79.4,17226,7503,276,310,89.0,445,509,87.4,114,203,56.2,0.3,-0.5,5,65,2,1,13,0.55,11,1,0,0,0,2,0.08,2,0,0,0,0,0,41,29,23,18,0,17,51.5,16,36,18,32,73,128,1,1344,289,15,1344,5,55.6,4,44.4,733,0,12,4,774
1076,Ryan Sessegnon,ENG,DF,Tottenham,22,2000,17,9,813,9.0,2,0,2,2,0,0,4,0,1.6,1.6,1.1,2.7,24,22,64,0.22,0.0,0.22,0.22,0.22,0.18,0.12,0.3,0.18,0.3,Matches,6aa3e78b,18,6,33.3,1.99,0.66,0.11,0.33,14.6,0,0.09,0.4,0.4,280,390,71.8,4093,1075,178,213,83.6,81,120,67.5,16,29,55.2,1.1,-1.1,6,16,11,3,23,2.55,16,0,0,1,1,2,0.22,1,0,0,1,0,0,16,11,9,7,0,6,50.0,6,8,7,6,22,17,1,493,29,27,493,5,45.5,4,36.4,233,5,11,10,270
1077,Luke Shaw,ENG,DF,Manchester Utd,27,1995,24,23,1967,21.9,1,2,3,1,0,0,6,0,0.9,0.9,3.0,3.9,52,106,66,0.05,0.09,0.14,0.05,0.14,0.04,0.14,0.18,0.04,0.18,Matches,9c94165b,11,4,36.4,0.48,0.18,0.09,0.25,18.3,1,0.08,0.1,0.1,1376,1678,82.0,21540,8073,768,845,90.9,488,573,85.2,88,164,53.7,2.4,-1.1,30,138,27,13,59,2.58,43,9,3,3,0,6,0.26,6,0,0,0,0,0,42,24,25,15,2,25,75.8,8,42,30,29,71,44,2,1919,134,19,1919,11,32.4,15,44.1,1052,3,18,8,1155
1078,Jonjo Shelvey,ENG,MF,Newcastle Utd,31,1992,3,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,3727dd3c,0,0,,0.0,0.0,,,,0,,0.0,0.0,19,26,73.1,442,176,5,6,83.3,8,10,80.0,4,8,50.0,0.0,0.0,0,4,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,1,1,1,0,1,0,0,28,0,0,28,0,,0,,10,0,0,0,17
1142,Bernardo Silva,POR,MFFW,Manchester City,28,1994,29,22,2007,22.3,4,5,9,4,0,0,4,0,2.2,2.2,2.9,5.1,84,112,164,0.18,0.22,0.4,0.18,0.4,0.1,0.13,0.23,0.1,0.23,Matches,3eb22ec9,25,9,36.0,1.12,0.4,0.16,0.44,18.1,0,0.09,1.8,1.8,1171,1374,85.2,18769,3189,634,685,92.6,409,470,87.0,88,137,64.2,3.6,2.1,28,66,31,9,65,2.92,55,1,4,3,1,10,0.45,9,0,0,0,1,0,42,23,11,24,7,18,43.9,23,20,16,15,57,5,0,1590,25,84,1590,27,42.9,29,46.0,990,29,26,30,1178
1143,Thiago Silva,BRA,DF,Chelsea,38,1984,22,21,1902,21.1,0,2,2,0,0,0,1,0,1.2,1.2,0.4,1.6,4,89,1,0.0,0.09,0.09,0.0,0.09,0.06,0.02,0.08,0.06,0.08,Matches,86e7deaf,13,2,15.4,0.62,0.09,0.0,0.0,13.5,0,0.09,-1.2,-1.2,1529,1692,90.4,29057,11606,558,590,94.6,807,842,95.8,153,231,66.2,0.8,1.6,4,97,11,0,14,0.66,13,1,0,0,0,2,0.09,2,0,0,0,0,0,35,23,19,16,0,18,75.0,6,30,8,30,65,93,2,1909,284,20,1909,2,66.7,0,0.0,1206,0,4,1,1378
1144,Ellis Simms,ENG,FW,Everton,22,2001,9,2,214,2.4,1,0,1,1,0,0,0,0,0.9,0.9,0.1,0.9,2,4,18,0.42,0.0,0.42,0.42,0.42,0.36,0.03,0.39,0.36,0.39,Matches,26d3b5be,8,1,12.5,3.21,0.4,0.13,1.0,16.1,0,0.11,0.1,0.1,37,61,60.7,497,105,19,30,63.3,9,17,52.9,3,3,100.0,0.4,-0.1,2,3,1,0,6,2.41,4,0,1,0,0,2,0.8,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,83,1,11,83,2,100.0,0,0.0,37,2,6,2,64
1145,Luis Sinisterra,COL,FW,Leeds United,23,1999,19,13,867,9.6,5,0,5,5,0,0,3,1,3.7,3.7,0.4,4.2,30,39,84,0.52,0.0,0.52,0.52,0.52,0.39,0.04,0.43,0.39,0.43,Matches,8e16dd48,28,11,39.3,2.91,1.14,0.18,0.45,16.2,0,0.13,1.3,1.3,273,339,80.5,3710,993,161,188,85.6,72,84,85.7,14,19,73.7,0.9,-0.4,9,18,17,2,33,3.43,26,0,2,2,1,2,0.21,0,0,1,0,0,1,21,14,8,9,4,11,61.1,7,11,10,8,29,2,0,469,7,32,469,19,45.2,17,40.5,281,8,16,23,341
1146,Oliver Skipp,ENG,MF,Tottenham,22,2000,17,12,989,11.0,1,0,1,1,0,0,6,0,0.3,0.3,0.6,0.8,12,45,21,0.09,0.0,0.09,0.09,0.09,0.02,0.05,0.08,0.02,0.08,Matches,6250083a,7,3,42.9,0.58,0.25,0.14,0.33,23.2,0,0.04,0.7,0.7,484,569,85.1,7797,2028,239,263,90.9,198,217,91.2,30,45,66.7,0.3,-0.6,9,38,7,1,21,1.75,21,0,0,0,0,0,0.0,0,0,0,0,0,0,22,13,12,9,1,10,43.5,13,12,8,12,34,15,0,672,33,5,672,7,70.0,3,30.0,369,1,12,11,466
1147,Adam Smith,ENG,DF,Bournemouth,31,1991,31,30,2572,28.6,0,1,1,0,0,0,9,0,0.5,0.5,0.8,1.3,21,76,36,0.0,0.03,0.03,0.0,0.03,0.02,0.03,0.05,0.02,0.05,Matches,20b104bc,5,1,20.0,0.17,0.03,0.0,0.0,16.2,0,0.1,-0.5,-0.5,832,1101,75.6,14266,6109,391,448,87.3,351,440,79.8,77,169,45.6,1.1,0.2,11,62,23,14,22,0.77,19,1,0,0,0,2,0.07,2,0,0,0,0,0,44,25,23,18,3,26,46.4,30,28,15,20,64,74,1,1336,101,15,1336,5,18.5,15,55.6,557,1,20,4,668
1148,Emile Smith Rowe,ENG,MFFW,Arsenal,22,2000,10,0,142,1.6,0,1,1,0,0,0,0,0,0.3,0.3,0.6,0.9,2,5,11,0.0,0.63,0.63,0.0,0.63,0.17,0.38,0.55,0.17,0.55,Matches,17695062,4,1,25.0,2.54,0.63,0.0,0.0,15.8,0,0.07,-0.3,-0.3,63,73,86.3,889,212,36,39,92.3,23,27,85.2,3,4,75.0,0.5,0.4,5,3,3,0,8,5.03,5,1,0,0,0,1,0.63,1,0,0,0,0,0,1,1,1,0,0,1,50.0,1,0,0,0,1,2,0,86,1,8,86,2,50.0,2,50.0,58,0,0,3,61
1149,Cédric Soares,POR,DF,Arsenal,31,1991,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,839c14e1,0,0,,0.0,0.0,,,,0,,0.0,0.0,19,24,79.2,257,54,10,10,100.0,8,10,80.0,0,3,0.0,0.0,0.0,0,0,0,0,1,3.1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,0,0,1,0,27,2,0,27,0,,0,,14,0,0,0,20
1213,Dominic Solanke,ENG,FWMF,Bournemouth,25,1997,27,26,2324,25.8,5,6,11,5,0,0,1,0,8.2,8.2,3.3,11.6,55,36,138,0.19,0.23,0.43,0.19,0.43,0.32,0.13,0.45,0.32,0.45,Matches,e77dc3b2,69,26,37.7,2.57,0.97,0.07,0.19,12.9,0,0.12,-3.3,-3.3,300,445,67.4,3871,888,188,248,75.8,83,111,74.8,12,17,70.6,2.1,3.5,19,19,12,1,56,2.09,33,1,10,2,0,13,0.48,10,1,0,2,0,0,9,5,6,1,2,4,22.2,14,23,17,3,12,37,0,856,43,142,856,39,40.2,49,50.5,547,31,115,63,620
1214,Manor Solomon,ISR,FW,Fulham,23,1999,13,4,487,5.4,4,0,4,4,0,0,0,0,1.0,1.0,0.3,1.3,11,20,45,0.74,0.0,0.74,0.74,0.74,0.19,0.06,0.24,0.19,0.24,Matches,886f9aac,7,5,71.4,1.29,0.92,0.57,0.8,18.2,0,0.15,3.0,3.0,139,165,84.2,1939,458,84,96,87.5,44,48,91.7,5,9,55.6,0.5,-0.3,5,5,7,1,9,1.66,9,0,0,0,0,2,0.37,2,0,0,0,0,0,19,11,11,6,2,9,81.8,2,6,6,4,23,3,0,233,9,10,233,15,50.0,12,40.0,151,2,10,10,151
1215,Tomáš Souček,CZE,MF,West Ham,28,1995,32,28,2488,27.6,1,2,3,1,0,0,2,0,3.2,3.2,1.2,4.4,11,81,42,0.04,0.07,0.11,0.04,0.11,0.12,0.04,0.16,0.12,0.16,Matches,6613c819,27,8,29.6,0.98,0.29,0.04,0.13,10.8,0,0.12,-2.2,-2.2,610,849,71.8,10118,3044,306,405,75.6,220,291,75.6,60,92,65.2,1.0,0.8,14,61,10,5,46,1.66,37,0,0,1,2,1,0.04,1,0,0,0,0,0,71,36,37,27,7,26,48.1,28,40,24,46,117,60,1,1172,106,61,1172,2,13.3,10,66.7,466,0,20,17,632
1216,Boubakary Soumaré,FRA,MF,Leicester City,24,1999,21,15,1194,13.3,0,0,0,0,0,0,7,0,0.0,0.0,0.3,0.3,14,60,14,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,ae59b359,1,0,0.0,0.08,0.0,0.0,,28.0,0,0.03,0.0,0.0,606,703,86.2,9191,2449,330,360,91.7,228,261,87.4,28,42,66.7,0.4,-0.3,7,53,5,1,16,1.2,15,0,1,0,0,1,0.08,1,0,0,0,0,0,49,32,25,22,2,21,58.3,15,13,10,24,73,21,1,848,36,0,848,9,64.3,3,21.4,440,0,17,18,553
1217,Harry Souttar,AUS,DF,Leicester City,24,1998,10,10,900,10.0,0,1,1,0,0,0,2,0,1.4,1.4,0.2,1.6,6,28,4,0.0,0.1,0.1,0.0,0.1,0.14,0.02,0.16,0.14,0.16,Matches,0a6cb1b1,8,1,12.5,0.8,0.1,0.0,0.0,9.6,0,0.18,-1.4,-1.4,436,535,81.5,8176,3141,142,157,90.4,258,293,88.1,32,70,45.7,0.1,0.8,3,36,1,0,8,0.8,4,0,2,0,0,2,0.2,1,0,0,1,0,0,13,8,9,4,0,7,43.8,9,15,4,11,24,39,0,632,98,15,632,2,50.0,0,0.0,378,1,3,0,408
1218,Çağlar Söyüncü,TUR,DF,Leicester City,26,1996,5,4,349,3.9,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,3,7,0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09,Matches,21166ff4,4,1,25.0,1.03,0.26,0.0,0.0,9.5,0,0.08,-0.3,-0.3,148,189,78.3,2707,955,60,67,89.6,75,90,83.3,12,25,48.0,0.0,-0.1,1,6,0,0,1,0.26,1,0,0,0,0,0,0.0,0,0,0,0,0,0,10,7,7,3,0,5,71.4,2,6,1,3,13,16,0,230,42,6,230,1,100.0,0,0.0,111,0,0,0,127
1219,Djed Spence,ENG,FWDF,Tottenham,22,2000,4,0,7,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,0,2,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.83,0.83,0.83,Matches,9bc9a519,1,0,0.0,12.86,0.0,0.0,,8.9,0,0.06,-0.1,-0.1,5,9,55.6,60,4,4,5,80.0,1,1,100.0,0,0,,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,12,0,2,12,0,0.0,0,0.0,8,1,0,2,10
1220,Jack Stacey,ENG,DF,Bournemouth,27,1996,9,3,297,3.3,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,9,2,15,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,558807c0,1,0,0.0,0.3,0.0,0.0,,16.0,0,0.09,-0.1,-0.1,72,126,57.1,1054,369,41,52,78.8,26,47,55.3,3,12,25.0,0.0,0.0,0,6,1,1,1,0.3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,5,4,3,1,1,2,40.0,3,3,2,5,10,15,0,167,17,2,167,3,42.9,4,57.1,73,1,3,4,76
1221,Junior Stanislas,ENG,MF,Bournemouth,33,1989,4,0,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,0,4,5,0.0,0.0,0.0,0.0,0.0,0.05,0.19,0.25,0.05,0.25,Matches,6992791d,1,0,0.0,1.48,0.0,0.0,,24.5,0,0.04,0.0,0.0,22,28,78.6,329,71,12,14,85.7,9,11,81.8,0,1,0.0,0.2,-0.1,2,3,0,0,4,5.9,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1,0,0,0,0,34,0,3,34,0,,0,,18,0,1,1,27
1222,Jay Stansfield,ENG,FW,Fulham,20,2002,3,1,87,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,2,0,4,0.0,0.0,0.0,0.0,0.0,0.26,0.09,0.35,0.26,0.35,Matches,b2626673,2,0,0.0,2.07,0.0,0.0,,13.9,0,0.13,-0.3,-0.3,9,23,39.1,82,32,7,8,87.5,1,7,14.3,0,3,0.0,0.0,-0.1,1,0,0,0,4,4.14,1,0,0,1,0,1,1.03,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2,4,3,1,1,1,0,35,2,7,35,0,,0,,13,0,2,2,23
1223,Jason Steele,ENG,GK,Brighton,32,1990,7,7,630,7.0,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.14,0.14,0.0,0.14,0.0,0.01,0.01,0.0,0.01,Matches,28300a16,0,0,,0.0,0.0,,,,0,,0.0,0.0,209,237,88.2,4195,3056,88,88,100.0,80,80,100.0,39,65,60.0,0.2,0.9,1,1,0,0,3,0.43,3,0,0,0,0,1,0.14,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,1,253,214,0,253,0,,0,,182,0,0,0,160
1224,Jack Stephens,ENG,DF,Southampton,29,1994,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,6adbc307,0,0,,0.0,0.0,,,,0,,0.0,0.0,23,28,82.1,398,107,9,10,90.0,13,17,76.5,1,1,100.0,0.0,0.0,0,3,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,2,0,0,1,100.0,0,1,0,1,3,2,0,33,4,0,33,0,,0,,16,0,0,1,25
1288,Raheem Sterling,ENG,FWMF,Chelsea,28,1994,23,19,1545,17.2,4,2,6,4,0,0,4,0,4.6,4.6,4.1,8.6,63,50,151,0.23,0.12,0.35,0.23,0.35,0.27,0.24,0.5,0.27,0.5,Matches,b400bde0,30,11,36.7,1.75,0.64,0.13,0.36,13.0,0,0.16,-0.6,-0.6,421,565,74.5,5317,1153,261,312,83.7,116,156,74.4,14,24,58.3,2.9,-2.1,29,21,29,8,56,3.26,48,0,3,3,0,2,0.12,2,0,0,0,0,0,12,7,4,2,6,5,45.5,6,14,14,1,13,3,0,744,3,90,744,30,39.0,39,50.6,538,34,39,44,627
1289,John Stones,ENG,DFMF,Manchester City,28,1994,19,18,1549,17.2,2,2,4,2,0,0,2,0,0.8,0.8,1.3,2.1,23,93,31,0.12,0.12,0.23,0.12,0.23,0.05,0.08,0.12,0.05,0.12,Matches,5eecec3d,9,3,33.3,0.52,0.17,0.22,0.67,13.3,0,0.09,1.2,1.2,1243,1335,93.1,21039,5915,589,615,95.8,547,581,94.1,88,109,80.7,0.9,0.7,6,100,2,0,14,0.81,10,1,0,0,0,5,0.29,4,0,0,1,0,0,20,11,10,6,4,6,75.0,2,13,6,6,26,30,0,1435,72,20,1435,5,62.5,0,0.0,909,1,5,3,1117
1290,Pascal Struijk,NED,DF,Leeds United,23,1999,25,24,2047,22.7,2,1,3,2,0,0,4,0,1.3,1.3,2.3,3.6,22,114,45,0.09,0.04,0.13,0.09,0.13,0.06,0.1,0.16,0.06,0.16,Matches,f4d296e4,14,7,50.0,0.62,0.31,0.14,0.29,12.6,0,0.09,0.7,0.7,1005,1251,80.3,15202,6491,549,623,88.1,379,457,82.9,49,98,50.0,1.1,-1.3,13,87,12,3,32,1.41,24,4,0,0,1,2,0.09,0,0,0,2,0,0,74,50,38,27,9,42,61.8,26,31,19,30,104,64,0,1521,82,27,1521,9,50.0,7,38.9,654,1,24,10,760
1291,Kamaldeen Sulemana,GHA,FWMF,Southampton,21,2002,12,8,718,8.0,0,0,0,0,0,0,1,0,1.0,1.0,0.5,1.5,23,32,65,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.18,0.12,0.18,Matches,a62f8bf1,18,3,16.7,2.21,0.37,0.0,0.0,19.1,0,0.06,-1.0,-1.0,154,212,72.6,2437,535,77,95,81.1,53,63,84.1,14,28,50.0,0.4,-0.5,12,10,9,1,30,3.68,19,0,6,1,2,0,0.0,0,0,0,0,0,0,10,6,2,4,4,2,18.2,9,14,14,2,12,4,0,341,4,35,341,28,48.3,29,50.0,229,15,25,12,238
1292,Crysencio Summerville,NED,FW,Leeds United,21,2001,25,11,1282,14.2,4,2,6,4,0,0,3,0,2.6,2.6,1.6,4.1,47,40,77,0.28,0.14,0.42,0.28,0.42,0.18,0.11,0.29,0.18,0.29,Matches,df04eb4b,25,9,36.0,1.76,0.63,0.16,0.44,15.0,0,0.1,1.4,1.4,286,382,74.9,3584,1024,192,236,81.4,67,85,78.8,9,24,37.5,1.0,0.4,14,18,11,2,42,2.95,25,1,2,9,2,5,0.35,3,0,0,0,1,1,27,19,14,12,1,10,45.5,12,17,15,12,39,11,0,585,10,60,585,22,40.7,20,37.0,381,15,40,32,401
1293,Sam Surridge,ENG,FW,Nott'ham Forest,24,1998,18,1,311,3.5,1,0,1,1,0,0,2,0,1.8,1.8,0.1,1.8,2,6,14,0.29,0.0,0.29,0.29,0.29,0.52,0.02,0.53,0.52,0.53,Matches,b017b770,9,2,22.2,2.6,0.58,0.11,0.5,11.6,0,0.2,-0.8,-0.8,36,75,48.0,504,168,22,42,52.4,12,22,54.5,1,3,33.3,0.0,-0.1,1,4,0,0,4,1.16,3,0,0,0,0,1,0.29,1,0,0,0,0,0,5,0,1,3,1,1,25.0,3,4,2,0,5,6,0,126,8,14,126,2,40.0,2,40.0,65,1,11,3,86
1294,Japhet Tanganga,ENG,DF,Tottenham,24,1999,3,2,142,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,e9971f2d,0,0,,0.0,0.0,,,,0,,0.0,0.0,82,93,88.2,1323,541,42,47,89.4,34,38,89.5,5,7,71.4,0.0,0.0,0,4,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,2,3,0,0,1,20.0,4,1,1,2,5,8,0,109,5,0,109,1,50.0,1,50.0,68,0,3,1,71
1295,Matt Targett,ENG,DF,Newcastle Utd,27,1995,13,4,459,5.1,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,3,34,13,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches,e514ab62,1,0,0.0,0.17,0.0,0.0,,25.8,0,0.01,0.0,0.0,286,367,77.9,4659,2097,146,165,88.5,120,137,87.6,17,53,32.1,0.6,-0.4,9,19,5,0,15,2.57,11,4,0,0,0,0,0.0,0,0,0,0,0,0,12,9,7,3,2,9,45.0,11,6,5,8,20,13,0,405,14,0,405,2,100.0,0,0.0,175,0,5,6,215
1296,James Tarkowski,ENG,DF,Everton,30,1992,32,32,2880,32.0,1,1,2,1,0,0,6,0,2.5,2.5,2.2,4.7,13,93,7,0.03,0.03,0.06,0.03,0.06,0.08,0.07,0.15,0.08,0.15,Matches,15ea812b,25,7,28.0,0.76,0.21,0.04,0.14,9.1,0,0.1,-1.5,-1.5,1210,1488,81.3,24246,9416,404,458,88.2,640,729,87.8,154,274,56.2,1.8,-1.2,14,87,2,0,21,0.64,17,0,0,0,1,2,0.06,1,0,0,1,0,0,41,24,30,10,1,14,46.7,16,90,20,40,81,174,3,1905,333,67,1905,9,90.0,1,10.0,902,0,19,5,1098
1297,Marcus Tavernier,ENG,MFFW,Bournemouth,24,1999,22,18,1666,18.5,4,4,8,4,0,0,1,0,2.8,2.8,2.7,5.5,60,48,129,0.22,0.22,0.43,0.22,0.43,0.15,0.15,0.3,0.15,0.3,Matches,5c0da4a4,37,14,37.8,1.91,0.72,0.14,0.36,17.3,2,0.08,1.9,1.9,508,722,70.4,8026,2422,283,337,84.0,164,224,73.2,41,101,40.6,1.4,1.1,19,34,16,5,48,2.48,31,7,5,2,0,8,0.41,3,2,1,2,0,0,33,22,19,11,3,11,34.4,21,25,21,9,42,23,0,1008,37,59,1008,45,46.9,45,46.9,592,21,46,40,636
1298,Tetê,BRA,FW,Leicester City,23,2000,11,9,659,7.3,1,0,1,1,0,0,0,0,1.7,1.7,0.4,2.1,19,23,52,0.14,0.0,0.14,0.14,0.14,0.23,0.06,0.29,0.23,0.29,Matches,7120a04d,14,1,7.1,1.91,0.14,0.07,1.0,20.1,0,0.12,-0.7,-0.7,162,230,70.4,2632,598,85,109,78.0,52,71,73.2,16,25,64.0,0.3,-0.4,6,15,4,1,25,3.41,14,3,5,1,0,1,0.14,0,0,1,0,0,0,14,8,5,7,2,6,30.0,14,8,8,2,16,3,0,314,5,27,314,17,65.4,7,26.9,186,11,17,12,207
1299,Kenny Tete,NED,DF,Fulham,27,1995,26,24,2119,23.5,0,4,4,0,0,0,7,0,0.4,0.4,1.7,2.1,59,84,57,0.0,0.17,0.17,0.0,0.17,0.02,0.07,0.09,0.02,0.09,Matches,77d7c96f,10,3,30.0,0.42,0.13,0.0,0.0,19.5,0,0.04,-0.4,-0.4,919,1272,72.2,14740,6154,482,565,85.3,349,485,72.0,68,137,49.6,1.6,2.3,21,61,23,17,41,1.74,34,5,0,1,1,9,0.38,8,1,0,0,0,0,69,38,36,21,12,31,77.5,9,38,23,41,110,68,1,1573,92,22,1573,17,60.7,8,28.6,673,4,18,20,782
1300,Luke Thomas,ENG,DF,Leicester City,21,2001,12,8,767,8.5,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.7,7,37,7,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09,Matches,fc027d02,2,0,0.0,0.23,0.0,0.0,,11.5,0,0.03,-0.1,-0.1,387,485,79.8,6006,2527,214,241,88.8,149,181,82.3,21,39,53.8,0.4,-0.7,4,27,4,2,14,1.64,10,2,0,0,1,2,0.23,1,0,0,1,0,0,14,13,7,5,2,11,45.8,13,13,11,23,37,26,0,582,29,3,582,4,50.0,3,37.5,254,1,5,5,302
1301,Youri Tielemans,BEL,MF,Leicester City,25,1997,26,22,1925,21.4,3,1,4,2,1,2,4,0,2.4,0.8,3.7,4.5,31,163,51,0.14,0.05,0.19,0.09,0.14,0.11,0.17,0.28,0.04,0.21,Matches,56f7a928,24,7,29.2,1.12,0.33,0.08,0.29,27.6,1,0.03,0.6,1.2,1117,1377,81.1,18572,6449,541,611,88.5,440,511,86.1,102,176,58.0,3.1,-2.7,24,143,27,7,65,3.04,53,3,1,1,1,3,0.14,2,0,0,1,0,0,55,33,23,24,8,23,42.6,31,32,26,22,77,19,1,1590,49,12,1588,17,68.0,4,16.0,799,1,32,14,1113
1302,Kieran Tierney,SCO,DF,Arsenal,25,1997,22,5,618,6.9,0,1,1,0,0,0,0,0,0.3,0.3,0.3,0.6,23,30,26,0.0,0.15,0.15,0.0,0.15,0.04,0.05,0.09,0.04,0.09,Matches,fce2302c,6,2,33.3,0.87,0.29,0.0,0.0,24.5,0,0.05,-0.3,-0.3,313,417,75.1,5744,1718,129,147,87.8,150,186,80.6,29,58,50.0,0.4,0.7,4,32,6,1,12,1.75,10,0,1,0,0,4,0.58,4,0,0,0,0,0,14,8,8,5,1,7,77.8,2,7,5,9,23,19,0,490,20,11,490,3,37.5,2,25.0,273,3,5,0,294
